"filename", "language", "Markdown", "C#", "JSON", "XML", "comment", "blank", "total"
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\ChaosArmor\ChaosLeggings.cs", "C#", 0, 40, 0, 0, 2, 5, 47
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\ChaosArmor\ChaosPlate.cs", "C#", 0, 42, 0, 0, 2, 6, 50
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\ChlorophyteCasque.cs", "C#", 0, 41, 0, 0, 2, 6, 49
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\CobaltCasque.cs", "C#", 0, 50, 0, 0, 2, 8, 60
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\ElectrudiumArmor\ElectrudiumChainmail.cs", "C#", 0, 32, 0, 0, 2, 6, 40
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\ElectrudiumArmor\ElectrudiumGreaves.cs", "C#", 0, 32, 0, 0, 2, 5, 39
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\ElectrudiumArmor\ElectrudiumHelmet.cs", "C#", 0, 49, 0, 0, 2, 7, 58
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\FestiveArmor\FestiveBreastplate.cs", "C#", 0, 37, 0, 0, 2, 6, 45
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\FestiveArmor\FestiveHelmet.cs", "C#", 0, 52, 0, 0, 2, 7, 61
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\FestiveArmor\FestiveLeggings.cs", "C#", 0, 36, 0, 0, 2, 7, 45
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\HallowedCasque.cs", "C#", 0, 50, 0, 0, 2, 8, 60
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\MechArmor\MAD.cs", "C#", 0, 46, 0, 0, 2, 9, 57
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\MechArmor\MechHelmet.cs", "C#", 0, 40, 0, 0, 2, 5, 47
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\MechArmor\MechLeggings.cs", "C#", 0, 49, 0, 0, 2, 8, 59
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\MechArmor\MechLung.cs", "C#", 0, 56, 0, 0, 2, 12, 70
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\MythrilCasque.cs", "C#", 0, 50, 0, 0, 2, 8, 60
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\OrichalcumCasque.cs", "C#", 0, 43, 0, 0, 2, 6, 51
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\PalladiumCasque.cs", "C#", 0, 43, 0, 0, 2, 6, 51
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Armor\TitaniumCasque.cs", "C#", 0, 43, 0, 0, 2, 6, 51
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\BakedPotato.cs", "C#", 0, 33, 0, 0, 0, 5, 38
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\BasicCircuitry.cs", "C#", 0, 29, 0, 0, 0, 5, 34
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\BlueCharge.cs", "C#", 0, 27, 0, 0, 0, 3, 30
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\ChargedComponents.cs", "C#", 0, 29, 0, 0, 0, 5, 34
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\ChristmasCheer.cs", "C#", 0, 19, 0, 0, 0, 4, 23
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\ConcentratedGelSolution.cs", "C#", 0, 26, 0, 0, 0, 5, 31
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Consumables\ChargePotion.cs", "C#", 0, 46, 0, 0, 1, 5, 52
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Consumables\CosmicVoltaicFragment.cs", "C#", 0, 41, 0, 0, 0, 5, 46
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Consumables\FragmentedQuasar.cs", "C#", 0, 27, 0, 0, 0, 3, 30
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Consumables\FrightfulVoltaicScrap.cs", "C#", 0, 42, 0, 0, 0, 5, 47
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Consumables\ImpatiencePotion.cs", "C#", 0, 47, 0, 0, 1, 5, 53
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Consumables\MightyVoltaicScrap.cs", "C#", 0, 42, 0, 0, 0, 5, 47
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Consumables\OpticVoltaicScrap.cs", "C#", 0, 42, 0, 0, 0, 5, 47
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Consumables\StaminaPotion.cs", "C#", 0, 46, 0, 0, 1, 5, 52
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Consumables\StellerVoltaicFragment.cs", "C#", 0, 41, 0, 0, 0, 5, 46
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Consumables\VoltaicNugget.cs", "C#", 0, 42, 0, 0, 0, 5, 47
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\DartFrogExtract.cs", "C#", 0, 19, 0, 0, 0, 4, 23
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\DepleatedBloontonium.cs", "C#", 0, 19, 0, 0, 0, 4, 23
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\ExoticEscargot.cs", "C#", 0, 27, 0, 0, 0, 5, 32
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\JellyfishTentacle.cs", "C#", 0, 19, 0, 0, 0, 4, 23
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\OrangeCharge.cs", "C#", 0, 27, 0, 0, 0, 3, 30
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Placeable\AncientDebris.cs", "C#", 0, 20, 0, 0, 0, 3, 23
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Placeable\AncientTech.cs", "C#", 0, 20, 0, 0, 0, 3, 23
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Placeable\DartAssemblyStation.cs", "C#", 0, 28, 0, 0, 0, 4, 32
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Placeable\ElectrudiumBar.cs", "C#", 0, 29, 0, 0, 0, 5, 34
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Placeable\ElectrudiumOre.cs", "C#", 0, 21, 0, 0, 2, 4, 27
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Placeable\UnstableChaosShard.cs", "C#", 0, 23, 0, 0, 0, 3, 26
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\RadioactiveDebris.cs", "C#", 0, 24, 0, 0, 0, 5, 29
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Rubber.cs", "C#", 0, 26, 0, 0, 0, 5, 31
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\SealedTinCan.cs", "C#", 0, 72, 0, 0, 0, 4, 76
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\VoodooBunny.cs", "C#", 0, 43, 0, 0, 0, 6, 49
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Airgun.cs", "C#", 0, 41, 0, 0, 0, 9, 50
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Bellows.cs", "C#", 0, 43, 0, 0, 0, 9, 52
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\BloontoniumBlaster.cs", "C#", 0, 45, 0, 0, 0, 11, 56
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\BagpipeBlaster.cs", "C#", 0, 48, 0, 0, 0, 8, 56
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Balloon.cs", "C#", 0, 47, 0, 0, 0, 10, 57
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\AdamantiteBlowgun.cs", "C#", 0, 34, 0, 0, 0, 8, 42
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\BlowgunRevolver.cs", "C#", 0, 36, 0, 0, 0, 8, 44
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\ChlorophyteBlowgun.cs", "C#", 0, 34, 0, 0, 0, 8, 42
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\CobaltBlowgun.cs", "C#", 0, 34, 0, 0, 0, 8, 42
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\HallowedBlowgun.cs", "C#", 0, 34, 0, 0, 0, 8, 42
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\HellfireBlowgun.cs", "C#", 0, 38, 0, 0, 0, 9, 47
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\LunarBlowgun.cs", "C#", 0, 34, 0, 0, 0, 8, 42
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\MythrilBlowgun.cs", "C#", 0, 34, 0, 0, 0, 8, 42
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\OrichalcumBlowgun.cs", "C#", 0, 34, 0, 0, 0, 8, 42
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\PalladiumBlowgun.cs", "C#", 0, 34, 0, 0, 0, 8, 42
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\PhantomBlowgun.cs", "C#", 0, 36, 0, 0, 0, 8, 44
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Blowguns\TitaniumBlowgun.cs", "C#", 0, 34, 0, 0, 0, 8, 42
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Blowers\Tronbone.cs", "C#", 0, 29, 0, 0, 0, 7, 36
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Bola.cs", "C#", 0, 44, 0, 0, 0, 8, 52
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\BunnyGun.cs", "C#", 0, 60, 0, 0, 0, 7, 67
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\CentrifugalGun.cs", "C#", 0, 34, 0, 0, 0, 10, 44
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\ChargeWeapon.cs", "C#", 0, 218, 0, 0, 2, 28, 248
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\ChargedWeapon.cs", "C#", 0, 111, 0, 0, 0, 16, 127
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\CompoundBow.cs", "C#", 0, 51, 0, 0, 0, 10, 61
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\ConsumingLens.cs", "C#", 0, 79, 0, 0, 0, 11, 90
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Crossbows\CopperCrossbow.cs", "C#", 0, 39, 0, 0, 0, 9, 48
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Crossbows\CrimtaneCrossbow.cs", "C#", 0, 38, 0, 0, 0, 10, 48
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Crossbows\DemoniteCrossbow.cs", "C#", 0, 35, 0, 0, 0, 9, 44
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Crossbows\GoldCrossbow.cs", "C#", 0, 35, 0, 0, 0, 9, 44
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Crossbows\HellfireCrossbow.cs", "C#", 0, 35, 0, 0, 0, 9, 44
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Crossbows\IronCrossbow.cs", "C#", 0, 38, 0, 0, 0, 10, 48
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Crossbows\LeadCrossbow.cs", "C#", 0, 38, 0, 0, 0, 10, 48
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Crossbows\PlatinumCrossbow.cs", "C#", 0, 38, 0, 0, 0, 10, 48
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Crossbows\SilverCrossbow.cs", "C#", 0, 38, 0, 0, 0, 10, 48
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Crossbows\TinCrossbow.cs", "C#", 0, 38, 0, 0, 0, 10, 48
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Crossbows\TungstenCrossbow.cs", "C#", 0, 38, 0, 0, 0, 10, 48
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\DartlingGun.cs", "C#", 0, 37, 0, 0, 0, 10, 47
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\DragonsBreath.cs", "C#", 0, 40, 0, 0, 0, 7, 47
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\HandCannon.cs", "C#", 0, 39, 0, 0, 0, 7, 46
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\HydraRocketLauncher.cs", "C#", 0, 45, 0, 0, 0, 11, 56
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\HydrantHoser.cs", "C#", 0, 37, 0, 0, 0, 7, 44
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\LaserDartlingGun.cs", "C#", 0, 52, 0, 0, 0, 12, 64
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\LongBow.cs", "C#", 0, 41, 0, 0, 0, 10, 51
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\MegaMortar.cs", "C#", 0, 39, 0, 0, 0, 7, 46
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\MolotovMortar.cs", "C#", 0, 29, 0, 0, 0, 8, 37
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\NectarNailGun.cs", "C#", 0, 30, 0, 0, 0, 6, 36
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\NikolasObliterator.cs", "C#", 0, 39, 0, 0, 0, 7, 46
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\PotatoCannon.cs", "C#", 0, 48, 0, 0, 0, 7, 55
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\PremeCalamari.cs", "C#", 0, 57, 0, 0, 0, 11, 68
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\RailRailGun.cs", "C#", 0, 38, 0, 0, 0, 7, 45
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Railgun.cs", "C#", 0, 29, 0, 0, 0, 6, 35
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\RayOfBloon.cs", "C#", 0, 62, 0, 0, 0, 13, 75
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Refractinator.cs", "C#", 0, 37, 0, 0, 0, 7, 44
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\RocketBalloon.cs", "C#", 0, 40, 0, 0, 0, 7, 47
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Rubberband.cs", "C#", 0, 51, 0, 0, 0, 8, 59
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\RubberbandGun.cs", "C#", 0, 42, 0, 0, 0, 10, 52
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\ScorchingScream.cs", "C#", 0, 50, 0, 0, 0, 8, 58
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\AntlerSlinger.cs", "C#", 0, 29, 0, 0, 0, 7, 36
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\AshwoodSlingshot.cs", "C#", 0, 39, 0, 0, 0, 10, 49
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\BorealWoodSlingshot.cs", "C#", 0, 39, 0, 0, 0, 10, 49
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\EbonwoodSlingshot.cs", "C#", 0, 39, 0, 0, 0, 9, 48
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\MultiShot.cs", "C#", 0, 35, 0, 0, 0, 9, 44
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\PalmWoodSlingshot.cs", "C#", 0, 39, 0, 0, 0, 10, 49
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\PearlwoodSlingshot.cs", "C#", 0, 39, 0, 0, 0, 10, 49
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\ReinforcedSlingshot.cs", "C#", 0, 39, 0, 0, 0, 10, 49
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\RichMahoganySlingshot.cs", "C#", 0, 39, 0, 0, 0, 10, 49
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\ShadewoodSlingshot.cs", "C#", 0, 36, 0, 0, 0, 9, 45
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\TripleShot.cs", "C#", 0, 30, 0, 0, 0, 8, 38
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\Slingshots\WoodSlingshot.cs", "C#", 0, 38, 0, 0, 0, 10, 48
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\SnailGun.cs", "C#", 0, 37, 0, 0, 0, 7, 44
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\SpiderBow.cs", "C#", 0, 37, 0, 0, 0, 7, 44
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\SuperSlimer.cs", "C#", 0, 38, 0, 0, 0, 7, 45
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\SuperSoaker.cs", "C#", 0, 54, 0, 0, 0, 10, 64
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\SupremeCalamari.cs", "C#", 0, 37, 0, 0, 0, 8, 45
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\Weapons\TeslaCoil.cs", "C#", 0, 56, 0, 0, 0, 7, 63
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Items\YellowCharge.cs", "C#", 0, 27, 0, 0, 0, 3, 30
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Prefixes\Absurd.cs", "C#", 0, 41, 0, 0, 1, 10, 52
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Prefixes\Anxius.cs", "C#", 0, 39, 0, 0, 1, 9, 49
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Prefixes\ChargedPrefix.cs", "C#", 0, 31, 0, 0, 7, 8, 46
"c:\Program Files (x86)\Steam\steamapps\common\tModLoader\My Games\Terraria\tModLoader\ModSources\ChargerClass\Content\Prefixes\Depleated.cs", "C#", 0, 38, 0, 0, 1, 3, 42
